,filename,x,y,w,h,images
196,46.jpg,191,378,218,316,"[[[227 219 198]
  [210 199 179]
  [186 174 152]
  ...
  [249 255 245]
  [249 255 245]
  [249 255 245]]

 [[228 220 199]
  [212 201 181]
  [188 175 156]
  ...
  [249 255 245]
  [249 255 245]
  [249 255 245]]

 [[231 223 204]
  [215 204 184]
  [192 179 160]
  ...
  [249 255 245]
  [249 255 245]
  [249 255 245]]

 ...

 [[ 60  60  48]
  [ 61  61  49]
  [ 61  61  49]
  ...
  [214 212 199]
  [217 215 202]
  [219 217 204]]

 [[ 58  60  47]
  [ 59  61  48]
  [ 60  62  49]
  ...
  [212 210 197]
  [214 212 199]
  [217 215 202]]

 [[ 57  59  46]
  [ 59  61  48]
  [ 60  62  49]
  ...
  [211 209 196]
  [213 211 198]
  [215 213 200]]]"
197,46.jpg,678,349,130,305,"[[[227 219 198]
  [210 199 179]
  [186 174 152]
  ...
  [249 255 245]
  [249 255 245]
  [249 255 245]]

 [[228 220 199]
  [212 201 181]
  [188 175 156]
  ...
  [249 255 245]
  [249 255 245]
  [249 255 245]]

 [[231 223 204]
  [215 204 184]
  [192 179 160]
  ...
  [249 255 245]
  [249 255 245]
  [249 255 245]]

 ...

 [[ 60  60  48]
  [ 61  61  49]
  [ 61  61  49]
  ...
  [214 212 199]
  [217 215 202]
  [219 217 204]]

 [[ 58  60  47]
  [ 59  61  48]
  [ 60  62  49]
  ...
  [212 210 197]
  [214 212 199]
  [217 215 202]]

 [[ 57  59  46]
  [ 59  61  48]
  [ 60  62  49]
  ...
  [211 209 196]
  [213 211 198]
  [215 213 200]]]"
198,46.jpg,510,521,180,159,"[[[227 219 198]
  [210 199 179]
  [186 174 152]
  ...
  [249 255 245]
  [249 255 245]
  [249 255 245]]

 [[228 220 199]
  [212 201 181]
  [188 175 156]
  ...
  [249 255 245]
  [249 255 245]
  [249 255 245]]

 [[231 223 204]
  [215 204 184]
  [192 179 160]
  ...
  [249 255 245]
  [249 255 245]
  [249 255 245]]

 ...

 [[ 60  60  48]
  [ 61  61  49]
  [ 61  61  49]
  ...
  [214 212 199]
  [217 215 202]
  [219 217 204]]

 [[ 58  60  47]
  [ 59  61  48]
  [ 60  62  49]
  ...
  [212 210 197]
  [214 212 199]
  [217 215 202]]

 [[ 57  59  46]
  [ 59  61  48]
  [ 60  62  49]
  ...
  [211 209 196]
  [213 211 198]
  [215 213 200]]]"
199,46.jpg,200,597,508,162,"[[[227 219 198]
  [210 199 179]
  [186 174 152]
  ...
  [249 255 245]
  [249 255 245]
  [249 255 245]]

 [[228 220 199]
  [212 201 181]
  [188 175 156]
  ...
  [249 255 245]
  [249 255 245]
  [249 255 245]]

 [[231 223 204]
  [215 204 184]
  [192 179 160]
  ...
  [249 255 245]
  [249 255 245]
  [249 255 245]]

 ...

 [[ 60  60  48]
  [ 61  61  49]
  [ 61  61  49]
  ...
  [214 212 199]
  [217 215 202]
  [219 217 204]]

 [[ 58  60  47]
  [ 59  61  48]
  [ 60  62  49]
  ...
  [212 210 197]
  [214 212 199]
  [217 215 202]]

 [[ 57  59  46]
  [ 59  61  48]
  [ 60  62  49]
  ...
  [211 209 196]
  [213 211 198]
  [215 213 200]]]"
200,46.jpg,564,793,277,146,"[[[227 219 198]
  [210 199 179]
  [186 174 152]
  ...
  [249 255 245]
  [249 255 245]
  [249 255 245]]

 [[228 220 199]
  [212 201 181]
  [188 175 156]
  ...
  [249 255 245]
  [249 255 245]
  [249 255 245]]

 [[231 223 204]
  [215 204 184]
  [192 179 160]
  ...
  [249 255 245]
  [249 255 245]
  [249 255 245]]

 ...

 [[ 60  60  48]
  [ 61  61  49]
  [ 61  61  49]
  ...
  [214 212 199]
  [217 215 202]
  [219 217 204]]

 [[ 58  60  47]
  [ 59  61  48]
  [ 60  62  49]
  ...
  [212 210 197]
  [214 212 199]
  [217 215 202]]

 [[ 57  59  46]
  [ 59  61  48]
  [ 60  62  49]
  ...
  [211 209 196]
  [213 211 198]
  [215 213 200]]]"
201,46.jpg,534,420,110,95,"[[[227 219 198]
  [210 199 179]
  [186 174 152]
  ...
  [249 255 245]
  [249 255 245]
  [249 255 245]]

 [[228 220 199]
  [212 201 181]
  [188 175 156]
  ...
  [249 255 245]
  [249 255 245]
  [249 255 245]]

 [[231 223 204]
  [215 204 184]
  [192 179 160]
  ...
  [249 255 245]
  [249 255 245]
  [249 255 245]]

 ...

 [[ 60  60  48]
  [ 61  61  49]
  [ 61  61  49]
  ...
  [214 212 199]
  [217 215 202]
  [219 217 204]]

 [[ 58  60  47]
  [ 59  61  48]
  [ 60  62  49]
  ...
  [212 210 197]
  [214 212 199]
  [217 215 202]]

 [[ 57  59  46]
  [ 59  61  48]
  [ 60  62  49]
  ...
  [211 209 196]
  [213 211 198]
  [215 213 200]]]"
202,47.jpg,116,382,592,214,"[[[252 255 255]
  [221 222 226]
  [255 253 255]
  ...
  [250 254 219]
  [248 253 213]
  [246 252 208]]

 [[247 255 255]
  [238 243 246]
  [255 255 255]
  ...
  [250 254 219]
  [248 253 213]
  [246 252 208]]

 [[229 249 247]
  [244 255 255]
  [237 246 245]
  ...
  [250 254 219]
  [247 252 212]
  [246 252 208]]

 ...

 [[121 115  83]
  [125 119  87]
  [121 115  83]
  ...
  [122 124 111]
  [126 128 115]
  [128 130 117]]

 [[121 115  83]
  [124 118  86]
  [120 114  82]
  ...
  [119 121 108]
  [123 125 112]
  [125 127 114]]

 [[122 116  84]
  [124 118  86]
  [119 113  81]
  ...
  [117 119 106]
  [121 123 110]
  [124 126 113]]]"
203,47.jpg,259,606,656,337,"[[[252 255 255]
  [221 222 226]
  [255 253 255]
  ...
  [250 254 219]
  [248 253 213]
  [246 252 208]]

 [[247 255 255]
  [238 243 246]
  [255 255 255]
  ...
  [250 254 219]
  [248 253 213]
  [246 252 208]]

 [[229 249 247]
  [244 255 255]
  [237 246 245]
  ...
  [250 254 219]
  [247 252 212]
  [246 252 208]]

 ...

 [[121 115  83]
  [125 119  87]
  [121 115  83]
  ...
  [122 124 111]
  [126 128 115]
  [128 130 117]]

 [[121 115  83]
  [124 118  86]
  [120 114  82]
  ...
  [119 121 108]
  [123 125 112]
  [125 127 114]]

 [[122 116  84]
  [124 118  86]
  [119 113  81]
  ...
  [117 119 106]
  [121 123 110]
  [124 126 113]]]"
204,47.jpg,791,491,229,188,"[[[252 255 255]
  [221 222 226]
  [255 253 255]
  ...
  [250 254 219]
  [248 253 213]
  [246 252 208]]

 [[247 255 255]
  [238 243 246]
  [255 255 255]
  ...
  [250 254 219]
  [248 253 213]
  [246 252 208]]

 [[229 249 247]
  [244 255 255]
  [237 246 245]
  ...
  [250 254 219]
  [247 252 212]
  [246 252 208]]

 ...

 [[121 115  83]
  [125 119  87]
  [121 115  83]
  ...
  [122 124 111]
  [126 128 115]
  [128 130 117]]

 [[121 115  83]
  [124 118  86]
  [120 114  82]
  ...
  [119 121 108]
  [123 125 112]
  [125 127 114]]

 [[122 116  84]
  [124 118  86]
  [119 113  81]
  ...
  [117 119 106]
  [121 123 110]
  [124 126 113]]]"
205,47.jpg,467,265,122,192,"[[[252 255 255]
  [221 222 226]
  [255 253 255]
  ...
  [250 254 219]
  [248 253 213]
  [246 252 208]]

 [[247 255 255]
  [238 243 246]
  [255 255 255]
  ...
  [250 254 219]
  [248 253 213]
  [246 252 208]]

 [[229 249 247]
  [244 255 255]
  [237 246 245]
  ...
  [250 254 219]
  [247 252 212]
  [246 252 208]]

 ...

 [[121 115  83]
  [125 119  87]
  [121 115  83]
  ...
  [122 124 111]
  [126 128 115]
  [128 130 117]]

 [[121 115  83]
  [124 118  86]
  [120 114  82]
  ...
  [119 121 108]
  [123 125 112]
  [125 127 114]]

 [[122 116  84]
  [124 118  86]
  [119 113  81]
  ...
  [117 119 106]
  [121 123 110]
  [124 126 113]]]"
206,47.jpg,127,639,204,80,"[[[252 255 255]
  [221 222 226]
  [255 253 255]
  ...
  [250 254 219]
  [248 253 213]
  [246 252 208]]

 [[247 255 255]
  [238 243 246]
  [255 255 255]
  ...
  [250 254 219]
  [248 253 213]
  [246 252 208]]

 [[229 249 247]
  [244 255 255]
  [237 246 245]
  ...
  [250 254 219]
  [247 252 212]
  [246 252 208]]

 ...

 [[121 115  83]
  [125 119  87]
  [121 115  83]
  ...
  [122 124 111]
  [126 128 115]
  [128 130 117]]

 [[121 115  83]
  [124 118  86]
  [120 114  82]
  ...
  [119 121 108]
  [123 125 112]
  [125 127 114]]

 [[122 116  84]
  [124 118  86]
  [119 113  81]
  ...
  [117 119 106]
  [121 123 110]
  [124 126 113]]]"
207,48.jpg,740,286,99,75,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[ 95  85  93]
  [ 97  87  95]
  [100  87  96]
  ...
  [ 80  61  83]
  [ 77  58  80]
  [ 75  56  78]]

 [[ 96  86  94]
  [ 98  88  96]
  [102  89  98]
  ...
  [ 80  60  85]
  [ 78  58  83]
  [ 76  56  81]]

 [[ 97  87  95]
  [ 99  89  97]
  [103  90  99]
  ...
  [ 79  59  84]
  [ 79  59  86]
  [ 78  58  85]]]"
208,48.jpg,253,531,303,360,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[ 95  85  93]
  [ 97  87  95]
  [100  87  96]
  ...
  [ 80  61  83]
  [ 77  58  80]
  [ 75  56  78]]

 [[ 96  86  94]
  [ 98  88  96]
  [102  89  98]
  ...
  [ 80  60  85]
  [ 78  58  83]
  [ 76  56  81]]

 [[ 97  87  95]
  [ 99  89  97]
  [103  90  99]
  ...
  [ 79  59  84]
  [ 79  59  86]
  [ 78  58  85]]]"
209,48.jpg,517,387,238,276,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[ 95  85  93]
  [ 97  87  95]
  [100  87  96]
  ...
  [ 80  61  83]
  [ 77  58  80]
  [ 75  56  78]]

 [[ 96  86  94]
  [ 98  88  96]
  [102  89  98]
  ...
  [ 80  60  85]
  [ 78  58  83]
  [ 76  56  81]]

 [[ 97  87  95]
  [ 99  89  97]
  [103  90  99]
  ...
  [ 79  59  84]
  [ 79  59  86]
  [ 78  58  85]]]"
210,48.jpg,659,296,260,325,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[ 95  85  93]
  [ 97  87  95]
  [100  87  96]
  ...
  [ 80  61  83]
  [ 77  58  80]
  [ 75  56  78]]

 [[ 96  86  94]
  [ 98  88  96]
  [102  89  98]
  ...
  [ 80  60  85]
  [ 78  58  83]
  [ 76  56  81]]

 [[ 97  87  95]
  [ 99  89  97]
  [103  90  99]
  ...
  [ 79  59  84]
  [ 79  59  86]
  [ 78  58  85]]]"
211,48.jpg,401,462,110,75,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[ 95  85  93]
  [ 97  87  95]
  [100  87  96]
  ...
  [ 80  61  83]
  [ 77  58  80]
  [ 75  56  78]]

 [[ 96  86  94]
  [ 98  88  96]
  [102  89  98]
  ...
  [ 80  60  85]
  [ 78  58  83]
  [ 76  56  81]]

 [[ 97  87  95]
  [ 99  89  97]
  [103  90  99]
  ...
  [ 79  59  84]
  [ 79  59  86]
  [ 78  58  85]]]"
212,49.jpg,305,478,224,209,"[[[114  89  85]
  [115  91  87]
  [126 102  98]
  ...
  [ 51  51  51]
  [ 53  53  53]
  [ 55  55  55]]

 [[115  90  86]
  [121  97  93]
  [126 105 100]
  ...
  [ 50  50  50]
  [ 52  52  52]
  [ 53  53  53]]

 [[118  94  90]
  [123 102  97]
  [123 104  98]
  ...
  [ 47  47  47]
  [ 47  47  47]
  [ 48  48  48]]

 ...

 [[141 137 138]
  [132 128 127]
  [122 118 117]
  ...
  [146 146 146]
  [143 143 143]
  [146 146 146]]

 [[143 137 137]
  [130 124 124]
  [117 111 111]
  ...
  [143 143 143]
  [142 142 142]
  [147 147 147]]

 [[139 133 133]
  [124 118 118]
  [110 105 102]
  ...
  [141 141 141]
  [141 141 141]
  [147 147 147]]]"
213,49.jpg,928,396,92,74,"[[[114  89  85]
  [115  91  87]
  [126 102  98]
  ...
  [ 51  51  51]
  [ 53  53  53]
  [ 55  55  55]]

 [[115  90  86]
  [121  97  93]
  [126 105 100]
  ...
  [ 50  50  50]
  [ 52  52  52]
  [ 53  53  53]]

 [[118  94  90]
  [123 102  97]
  [123 104  98]
  ...
  [ 47  47  47]
  [ 47  47  47]
  [ 48  48  48]]

 ...

 [[141 137 138]
  [132 128 127]
  [122 118 117]
  ...
  [146 146 146]
  [143 143 143]
  [146 146 146]]

 [[143 137 137]
  [130 124 124]
  [117 111 111]
  ...
  [143 143 143]
  [142 142 142]
  [147 147 147]]

 [[139 133 133]
  [124 118 118]
  [110 105 102]
  ...
  [141 141 141]
  [141 141 141]
  [147 147 147]]]"
214,50.jpg,164,204,699,575,"[[[ 81  70  74]
  [ 87  77  78]
  [ 99  89  88]
  ...
  [ 46  62  75]
  [ 49  65  78]
  [ 48  64  77]]

 [[ 69  58  62]
  [ 82  72  73]
  [ 90  80  79]
  ...
  [ 46  62  75]
  [ 49  65  78]
  [ 48  64  77]]

 [[128 118 119]
  [135 125 126]
  [114 104 103]
  ...
  [ 46  62  75]
  [ 49  65  78]
  [ 48  64  77]]

 ...

 [[ 29  35  35]
  [ 31  37  37]
  [ 34  40  40]
  ...
  [171 164 138]
  [173 166 140]
  [157 150 124]]

 [[ 27  33  33]
  [ 32  38  38]
  [ 39  45  45]
  ...
  [176 169 143]
  [188 181 155]
  [173 166 140]]

 [[ 32  38  38]
  [ 36  42  42]
  [ 41  47  47]
  ...
  [174 167 141]
  [190 183 157]
  [176 169 143]]]"
215,50.jpg,247,534,586,168,"[[[ 81  70  74]
  [ 87  77  78]
  [ 99  89  88]
  ...
  [ 46  62  75]
  [ 49  65  78]
  [ 48  64  77]]

 [[ 69  58  62]
  [ 82  72  73]
  [ 90  80  79]
  ...
  [ 46  62  75]
  [ 49  65  78]
  [ 48  64  77]]

 [[128 118 119]
  [135 125 126]
  [114 104 103]
  ...
  [ 46  62  75]
  [ 49  65  78]
  [ 48  64  77]]

 ...

 [[ 29  35  35]
  [ 31  37  37]
  [ 34  40  40]
  ...
  [171 164 138]
  [173 166 140]
  [157 150 124]]

 [[ 27  33  33]
  [ 32  38  38]
  [ 39  45  45]
  ...
  [176 169 143]
  [188 181 155]
  [173 166 140]]

 [[ 32  38  38]
  [ 36  42  42]
  [ 41  47  47]
  ...
  [174 167 141]
  [190 183 157]
  [176 169 143]]]"
216,50.jpg,185,231,111,269,"[[[ 81  70  74]
  [ 87  77  78]
  [ 99  89  88]
  ...
  [ 46  62  75]
  [ 49  65  78]
  [ 48  64  77]]

 [[ 69  58  62]
  [ 82  72  73]
  [ 90  80  79]
  ...
  [ 46  62  75]
  [ 49  65  78]
  [ 48  64  77]]

 [[128 118 119]
  [135 125 126]
  [114 104 103]
  ...
  [ 46  62  75]
  [ 49  65  78]
  [ 48  64  77]]

 ...

 [[ 29  35  35]
  [ 31  37  37]
  [ 34  40  40]
  ...
  [171 164 138]
  [173 166 140]
  [157 150 124]]

 [[ 27  33  33]
  [ 32  38  38]
  [ 39  45  45]
  ...
  [176 169 143]
  [188 181 155]
  [173 166 140]]

 [[ 32  38  38]
  [ 36  42  42]
  [ 41  47  47]
  ...
  [174 167 141]
  [190 183 157]
  [176 169 143]]]"
217,51.jpg,134,286,156,183,"[[[ 63  47  24]
  [ 63  47  22]
  [ 62  48  22]
  ...
  [ 98 117 121]
  [ 97 116 120]
  [ 96 115 119]]

 [[ 66  50  27]
  [ 64  48  23]
  [ 62  48  22]
  ...
  [ 96 115 119]
  [ 95 114 118]
  [ 94 113 117]]

 [[ 70  54  31]
  [ 67  51  26]
  [ 61  47  21]
  ...
  [ 93 112 116]
  [ 92 111 115]
  [ 92 111 115]]

 ...

 [[ 20  22  21]
  [ 20  22  21]
  [ 19  21  20]
  ...
  [ 33  25  22]
  [ 33  25  22]
  [ 33  25  22]]

 [[ 20  22  21]
  [ 19  21  20]
  [ 19  21  20]
  ...
  [ 34  26  23]
  [ 34  26  23]
  [ 33  25  22]]

 [[ 19  21  20]
  [ 19  21  20]
  [ 18  20  19]
  ...
  [ 34  26  23]
  [ 34  26  23]
  [ 34  26  23]]]"
218,51.jpg,231,259,113,96,"[[[ 63  47  24]
  [ 63  47  22]
  [ 62  48  22]
  ...
  [ 98 117 121]
  [ 97 116 120]
  [ 96 115 119]]

 [[ 66  50  27]
  [ 64  48  23]
  [ 62  48  22]
  ...
  [ 96 115 119]
  [ 95 114 118]
  [ 94 113 117]]

 [[ 70  54  31]
  [ 67  51  26]
  [ 61  47  21]
  ...
  [ 93 112 116]
  [ 92 111 115]
  [ 92 111 115]]

 ...

 [[ 20  22  21]
  [ 20  22  21]
  [ 19  21  20]
  ...
  [ 33  25  22]
  [ 33  25  22]
  [ 33  25  22]]

 [[ 20  22  21]
  [ 19  21  20]
  [ 19  21  20]
  ...
  [ 34  26  23]
  [ 34  26  23]
  [ 33  25  22]]

 [[ 19  21  20]
  [ 19  21  20]
  [ 18  20  19]
  ...
  [ 34  26  23]
  [ 34  26  23]
  [ 34  26  23]]]"
219,51.jpg,330,483,255,84,"[[[ 63  47  24]
  [ 63  47  22]
  [ 62  48  22]
  ...
  [ 98 117 121]
  [ 97 116 120]
  [ 96 115 119]]

 [[ 66  50  27]
  [ 64  48  23]
  [ 62  48  22]
  ...
  [ 96 115 119]
  [ 95 114 118]
  [ 94 113 117]]

 [[ 70  54  31]
  [ 67  51  26]
  [ 61  47  21]
  ...
  [ 93 112 116]
  [ 92 111 115]
  [ 92 111 115]]

 ...

 [[ 20  22  21]
  [ 20  22  21]
  [ 19  21  20]
  ...
  [ 33  25  22]
  [ 33  25  22]
  [ 33  25  22]]

 [[ 20  22  21]
  [ 19  21  20]
  [ 19  21  20]
  ...
  [ 34  26  23]
  [ 34  26  23]
  [ 33  25  22]]

 [[ 19  21  20]
  [ 19  21  20]
  [ 18  20  19]
  ...
  [ 34  26  23]
  [ 34  26  23]
  [ 34  26  23]]]"
220,51.jpg,262,596,176,171,"[[[ 63  47  24]
  [ 63  47  22]
  [ 62  48  22]
  ...
  [ 98 117 121]
  [ 97 116 120]
  [ 96 115 119]]

 [[ 66  50  27]
  [ 64  48  23]
  [ 62  48  22]
  ...
  [ 96 115 119]
  [ 95 114 118]
  [ 94 113 117]]

 [[ 70  54  31]
  [ 67  51  26]
  [ 61  47  21]
  ...
  [ 93 112 116]
  [ 92 111 115]
  [ 92 111 115]]

 ...

 [[ 20  22  21]
  [ 20  22  21]
  [ 19  21  20]
  ...
  [ 33  25  22]
  [ 33  25  22]
  [ 33  25  22]]

 [[ 20  22  21]
  [ 19  21  20]
  [ 19  21  20]
  ...
  [ 34  26  23]
  [ 34  26  23]
  [ 33  25  22]]

 [[ 19  21  20]
  [ 19  21  20]
  [ 18  20  19]
  ...
  [ 34  26  23]
  [ 34  26  23]
  [ 34  26  23]]]"
221,51.jpg,175,464,55,75,"[[[ 63  47  24]
  [ 63  47  22]
  [ 62  48  22]
  ...
  [ 98 117 121]
  [ 97 116 120]
  [ 96 115 119]]

 [[ 66  50  27]
  [ 64  48  23]
  [ 62  48  22]
  ...
  [ 96 115 119]
  [ 95 114 118]
  [ 94 113 117]]

 [[ 70  54  31]
  [ 67  51  26]
  [ 61  47  21]
  ...
  [ 93 112 116]
  [ 92 111 115]
  [ 92 111 115]]

 ...

 [[ 20  22  21]
  [ 20  22  21]
  [ 19  21  20]
  ...
  [ 33  25  22]
  [ 33  25  22]
  [ 33  25  22]]

 [[ 20  22  21]
  [ 19  21  20]
  [ 19  21  20]
  ...
  [ 34  26  23]
  [ 34  26  23]
  [ 33  25  22]]

 [[ 19  21  20]
  [ 19  21  20]
  [ 18  20  19]
  ...
  [ 34  26  23]
  [ 34  26  23]
  [ 34  26  23]]]"
222,51.jpg,558,279,240,284,"[[[ 63  47  24]
  [ 63  47  22]
  [ 62  48  22]
  ...
  [ 98 117 121]
  [ 97 116 120]
  [ 96 115 119]]

 [[ 66  50  27]
  [ 64  48  23]
  [ 62  48  22]
  ...
  [ 96 115 119]
  [ 95 114 118]
  [ 94 113 117]]

 [[ 70  54  31]
  [ 67  51  26]
  [ 61  47  21]
  ...
  [ 93 112 116]
  [ 92 111 115]
  [ 92 111 115]]

 ...

 [[ 20  22  21]
  [ 20  22  21]
  [ 19  21  20]
  ...
  [ 33  25  22]
  [ 33  25  22]
  [ 33  25  22]]

 [[ 20  22  21]
  [ 19  21  20]
  [ 19  21  20]
  ...
  [ 34  26  23]
  [ 34  26  23]
  [ 33  25  22]]

 [[ 19  21  20]
  [ 19  21  20]
  [ 18  20  19]
  ...
  [ 34  26  23]
  [ 34  26  23]
  [ 34  26  23]]]"
223,52.jpg,595,219,249,130,"[[[ 97 121  95]
  [ 97 121  95]
  [ 98 122  98]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[ 97 121  95]
  [ 97 121  95]
  [ 98 122  98]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[ 97 121  95]
  [ 98 122  96]
  [ 98 122  98]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 ...

 [[  1   5   4]
  [  1   5   4]
  [  1   7   5]
  ...
  [  3  76  85]
  [  3  76  85]
  [  4  77  86]]

 [[  0   4   3]
  [  0   4   3]
  [  0   5   3]
  ...
  [  3  76  85]
  [  3  76  85]
  [  4  77  86]]

 [[  0   3   2]
  [  0   3   2]
  [  0   4   2]
  ...
  [  2  75  84]
  [  3  76  85]
  [  3  76  85]]]"
224,52.jpg,148,451,279,225,"[[[ 97 121  95]
  [ 97 121  95]
  [ 98 122  98]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[ 97 121  95]
  [ 97 121  95]
  [ 98 122  98]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[ 97 121  95]
  [ 98 122  96]
  [ 98 122  98]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 ...

 [[  1   5   4]
  [  1   5   4]
  [  1   7   5]
  ...
  [  3  76  85]
  [  3  76  85]
  [  4  77  86]]

 [[  0   4   3]
  [  0   4   3]
  [  0   5   3]
  ...
  [  3  76  85]
  [  3  76  85]
  [  4  77  86]]

 [[  0   3   2]
  [  0   3   2]
  [  0   4   2]
  ...
  [  2  75  84]
  [  3  76  85]
  [  3  76  85]]]"
225,52.jpg,412,597,220,64,"[[[ 97 121  95]
  [ 97 121  95]
  [ 98 122  98]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[ 97 121  95]
  [ 97 121  95]
  [ 98 122  98]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[ 97 121  95]
  [ 98 122  96]
  [ 98 122  98]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 ...

 [[  1   5   4]
  [  1   5   4]
  [  1   7   5]
  ...
  [  3  76  85]
  [  3  76  85]
  [  4  77  86]]

 [[  0   4   3]
  [  0   4   3]
  [  0   5   3]
  ...
  [  3  76  85]
  [  3  76  85]
  [  4  77  86]]

 [[  0   3   2]
  [  0   3   2]
  [  0   4   2]
  ...
  [  2  75  84]
  [  3  76  85]
  [  3  76  85]]]"
226,52.jpg,671,414,235,235,"[[[ 97 121  95]
  [ 97 121  95]
  [ 98 122  98]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[ 97 121  95]
  [ 97 121  95]
  [ 98 122  98]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[ 97 121  95]
  [ 98 122  96]
  [ 98 122  98]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 ...

 [[  1   5   4]
  [  1   5   4]
  [  1   7   5]
  ...
  [  3  76  85]
  [  3  76  85]
  [  4  77  86]]

 [[  0   4   3]
  [  0   4   3]
  [  0   5   3]
  ...
  [  3  76  85]
  [  3  76  85]
  [  4  77  86]]

 [[  0   3   2]
  [  0   3   2]
  [  0   4   2]
  ...
  [  2  75  84]
  [  3  76  85]
  [  3  76  85]]]"
227,52.jpg,506,354,96,193,"[[[ 97 121  95]
  [ 97 121  95]
  [ 98 122  98]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[ 97 121  95]
  [ 97 121  95]
  [ 98 122  98]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[ 97 121  95]
  [ 98 122  96]
  [ 98 122  98]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 ...

 [[  1   5   4]
  [  1   5   4]
  [  1   7   5]
  ...
  [  3  76  85]
  [  3  76  85]
  [  4  77  86]]

 [[  0   4   3]
  [  0   4   3]
  [  0   5   3]
  ...
  [  3  76  85]
  [  3  76  85]
  [  4  77  86]]

 [[  0   3   2]
  [  0   3   2]
  [  0   4   2]
  ...
  [  2  75  84]
  [  3  76  85]
  [  3  76  85]]]"
228,52.jpg,120,553,817,363,"[[[ 97 121  95]
  [ 97 121  95]
  [ 98 122  98]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[ 97 121  95]
  [ 97 121  95]
  [ 98 122  98]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[ 97 121  95]
  [ 98 122  96]
  [ 98 122  98]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 ...

 [[  1   5   4]
  [  1   5   4]
  [  1   7   5]
  ...
  [  3  76  85]
  [  3  76  85]
  [  4  77  86]]

 [[  0   4   3]
  [  0   4   3]
  [  0   5   3]
  ...
  [  3  76  85]
  [  3  76  85]
  [  4  77  86]]

 [[  0   3   2]
  [  0   3   2]
  [  0   4   2]
  ...
  [  2  75  84]
  [  3  76  85]
  [  3  76  85]]]"
